job_title,salary_usd,salary_currency,salary_local,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name
Head of AI,80311,USD,80311,EX,PT,India,M,India,50,"Git, GCP, Computer Vision, Kubernetes, Docker",Bachelor,13,Finance,5.0,Smart Analytics
Autonomous Systems Engineer,160261,EUR,136222,SE,CT,Germany,L,Germany,50,"AWS, Linux, Scala, GCP, Python",Associate,6,Education,9.9,Smart Analytics
Research Scientist,152241,CHF,137017,SE,FL,Switzerland,S,Switzerland,50,"Kubernetes, SQL, Git, PyTorch, Computer Vision",Bachelor,8,Gaming,5.9,AI Innovations
Research Scientist,74172,USD,74172,MI,CT,Israel,M,Israel,100,"Statistics, Kubernetes, GCP, Spark",PhD,2,Government,7.5,Algorithmic Solutions
Computer Vision Engineer,105632,USD,105632,MI,FL,Finland,L,Norway,100,"AWS, R, MLOps",Bachelor,3,Government,9.4,Machine Intelligence Group
Principal Data Scientist,89515,SGD,116370,MI,CT,Singapore,L,South Africa,100,"PyTorch, NLP, Computer Vision",Associate,4,Gaming,7.4,DataVision Ltd
AI Software Engineer,102319,USD,102319,MI,FL,Denmark,M,Colombia,50,"Deep Learning, Mathematics, Data Visualization, NLP",Associate,4,Energy,6.2,Cognitive Computing
AI Software Engineer,110536,USD,110536,MI,CT,Denmark,M,France,50,"SQL, Spark, Mathematics, Linux, TensorFlow",Associate,2,Real Estate,5.4,DeepTech Ventures
NLP Engineer,176372,USD,176372,SE,FL,Denmark,S,Denmark,0,"SQL, AWS, Computer Vision",Bachelor,5,Technology,8.0,AI Innovations
AI Software Engineer,58111,EUR,49394,EN,FT,Austria,S,Austria,100,"Docker, Linux, Java",Bachelor,0,Finance,5.6,Digital Transformation LLC
AI Product Manager,39802,USD,39802,SE,PT,India,M,Spain,100,"Git, Hadoop, Linux",Associate,8,Consulting,8.3,Digital Transformation LLC
Head of AI,147385,EUR,125277,SE,FL,France,L,Denmark,50,"Java, Statistics, AWS, Scala",Master,9,Consulting,8.6,Cloud AI Solutions
Research Scientist,118122,USD,118122,EN,FT,Denmark,L,Denmark,0,"Git, Scala, MLOps, Docker, Hadoop",Associate,0,Automotive,9.3,Cloud AI Solutions
AI Architect,75225,AUD,101554,EN,FT,Australia,L,Russia,100,"Deep Learning, MLOps, Linux",Master,0,Real Estate,7.5,Machine Intelligence Group
AI Research Scientist,48325,CAD,60406,EN,FL,Canada,M,Canada,100,"Spark, TensorFlow, Hadoop",Associate,0,Manufacturing,6.2,Algorithmic Solutions
Data Scientist,64973,USD,64973,EN,CT,Sweden,L,Sweden,0,"Git, Spark, NLP, MLOps",Master,0,Energy,6.4,AI Innovations
Computer Vision Engineer,78182,AUD,105546,MI,PT,Australia,M,Australia,50,"Hadoop, Docker, Computer Vision, Linux",Associate,4,Retail,7.9,Cloud AI Solutions
Data Analyst,357875,USD,357875,EX,PT,Norway,L,Norway,50,"Git, AWS, Linux, Tableau, Java",Associate,10,Retail,8.0,Advanced Robotics
AI Software Engineer,61953,USD,61953,SE,FT,India,L,India,50,"AWS, NLP, Tableau, SQL, PyTorch",Associate,8,Finance,6.3,Advanced Robotics
AI Product Manager,236982,USD,236982,EX,FL,Denmark,L,Poland,0,"AWS, Kubernetes, Tableau",Master,10,Gaming,5.1,Smart Analytics
Principal Data Scientist,90203,EUR,76673,MI,PT,Austria,S,Austria,50,"Python, R, MLOps, GCP",PhD,3,Finance,7.5,Autonomous Tech
NLP Engineer,109984,JPY,12098240,SE,CT,Japan,S,Switzerland,0,"Data Visualization, Linux, SQL",Associate,7,Energy,8.0,DeepTech Ventures
AI Specialist,146371,CAD,182964,EX,PT,Canada,S,Ireland,100,"MLOps, Python, Scala, Docker",PhD,14,Healthcare,5.4,Machine Intelligence Group
Deep Learning Engineer,268088,EUR,227875,EX,PT,Netherlands,M,Netherlands,0,"NLP, AWS, Tableau, Scala, Computer Vision",Associate,10,Finance,9.5,Predictive Systems
Data Engineer,97647,GBP,73235,MI,CT,United Kingdom,S,Norway,50,"Java, Data Visualization, Scala, R",PhD,4,Government,6.2,DeepTech Ventures
Principal Data Scientist,221711,EUR,188454,EX,FT,Germany,S,Turkey,0,"TensorFlow, Kubernetes, NLP, PyTorch",Bachelor,17,Gaming,8.9,Machine Intelligence Group
Data Scientist,78716,EUR,66909,EN,PT,Germany,L,Germany,100,"Azure, Statistics, Kubernetes, Java",Bachelor,0,Automotive,8.2,DataVision Ltd
Principal Data Scientist,169717,CHF,152745,SE,CT,Switzerland,S,Switzerland,50,"Spark, Scala, PyTorch, Statistics",Master,5,Education,9.5,DeepTech Ventures
Data Analyst,92798,EUR,78878,MI,CT,Austria,L,Austria,50,"Linux, Kubernetes, SQL, Git",PhD,4,Consulting,6.4,Neural Networks Co
AI Product Manager,37177,USD,37177,MI,FL,China,S,China,0,"R, AWS, Hadoop, Spark",Associate,2,Automotive,6.1,Digital Transformation LLC
Data Analyst,85505,USD,85505,MI,CT,Israel,S,Israel,50,"Java, Linux, R",Bachelor,4,Gaming,5.1,Future Systems
Robotics Engineer,113625,EUR,96581,MI,FT,France,L,France,100,"R, Python, Data Visualization, Scala",Associate,3,Automotive,5.8,Advanced Robotics
ML Ops Engineer,121846,AUD,164492,SE,PT,Australia,L,Australia,50,"NLP, AWS, Docker, Python",Master,6,Retail,7.4,DeepTech Ventures
Robotics Engineer,115136,JPY,12664960,MI,FT,Japan,M,Japan,50,"Scala, Python, Mathematics",Bachelor,3,Finance,6.3,Neural Networks Co
Data Scientist,265646,EUR,225799,EX,FT,France,L,Canada,0,"PyTorch, Computer Vision, SQL, AWS",Bachelor,16,Healthcare,9.4,Predictive Systems
AI Consultant,92726,CHF,83453,EN,FT,Switzerland,L,Switzerland,0,"Kubernetes, R, GCP, MLOps, Mathematics",Bachelor,0,Telecommunications,9.8,AI Innovations
Research Scientist,50607,USD,50607,EN,FL,Israel,S,Israel,100,"Azure, Tableau, Kubernetes, Deep Learning, Computer Vision",Bachelor,0,Telecommunications,8.6,Autonomous Tech
Machine Learning Researcher,219875,USD,219875,EX,PT,Sweden,L,Sweden,50,"NLP, Kubernetes, Tableau, Linux, R",Master,15,Automotive,8.4,TechCorp Inc
Robotics Engineer,93342,USD,93342,EX,CT,China,M,China,100,"Spark, Python, Azure",Master,11,Transportation,7.2,AI Innovations
Data Scientist,99132,EUR,84262,MI,FL,Netherlands,L,Netherlands,50,"Python, Linux, R",PhD,3,Government,9.7,Advanced Robotics
Data Analyst,148775,SGD,193408,SE,CT,Singapore,L,France,0,"Java, PyTorch, Scala",Associate,5,Real Estate,6.3,Smart Analytics
Data Scientist,63090,USD,63090,EN,CT,Denmark,S,Denmark,100,"AWS, MLOps, Python, Tableau, Azure",Master,0,Retail,5.4,Neural Networks Co
Robotics Engineer,39782,USD,39782,EN,CT,China,L,China,0,"Data Visualization, NLP, Python, R, Computer Vision",Bachelor,1,Transportation,8.9,Quantum Computing Inc
AI Architect,240915,CAD,301144,EX,PT,Canada,L,Canada,0,"TensorFlow, Java, MLOps",Master,14,Energy,7.3,Advanced Robotics
Robotics Engineer,69061,SGD,89779,MI,FL,Singapore,S,France,100,"Data Visualization, Linux, Tableau, Mathematics, Kubernetes",Master,4,Real Estate,6.9,Future Systems
Machine Learning Engineer,146403,EUR,124443,SE,PT,Netherlands,L,Netherlands,100,"Python, Scala, Java, Computer Vision, Azure",PhD,5,Gaming,8.4,Algorithmic Solutions
AI Consultant,56884,USD,56884,EN,CT,Finland,M,Finland,100,"Python, Mathematics, Tableau, Kubernetes",Bachelor,1,Government,9.1,Autonomous Tech
AI Consultant,172277,CHF,155049,SE,PT,Switzerland,L,Switzerland,0,"Hadoop, Spark, Kubernetes, PyTorch, Azure",Bachelor,9,Technology,9.7,Quantum Computing Inc
Data Engineer,254054,EUR,215946,EX,CT,Austria,L,Austria,100,"R, Tableau, Data Visualization, Spark",Bachelor,17,Education,9.8,Digital Transformation LLC
Machine Learning Researcher,97442,EUR,82826,SE,FT,Germany,S,Germany,50,"Computer Vision, Linux, TensorFlow",PhD,5,Retail,5.5,DataVision Ltd
NLP Engineer,84037,USD,84037,EX,PT,China,S,China,50,"Computer Vision, NLP, GCP",Bachelor,19,Retail,6.0,Autonomous Tech
Principal Data Scientist,104614,EUR,88922,MI,CT,Netherlands,S,Netherlands,50,"SQL, Python, Linux, Computer Vision, Hadoop",Bachelor,4,Telecommunications,7.9,Digital Transformation LLC
Data Scientist,103566,USD,103566,SE,CT,Finland,S,Finland,100,"Git, Linux, Java, Statistics",Bachelor,7,Manufacturing,8.0,Predictive Systems
Autonomous Systems Engineer,69417,USD,69417,EN,CT,Ireland,L,Canada,50,"Data Visualization, Java, Docker, Kubernetes",Master,0,Energy,9.4,Cloud AI Solutions
AI Product Manager,27748,USD,27748,EN,FT,China,S,Israel,100,"NLP, Java, TensorFlow",Master,0,Automotive,5.8,Autonomous Tech
NLP Engineer,245370,USD,245370,EX,FL,Sweden,M,Sweden,100,"Tableau, Java, TensorFlow",Master,14,Real Estate,8.4,Cognitive Computing
AI Software Engineer,86794,JPY,9547340,MI,FL,Japan,S,Japan,50,"Scala, SQL, Hadoop, Statistics, GCP",Bachelor,4,Finance,8.2,Cloud AI Solutions
Computer Vision Engineer,58554,USD,58554,EN,FT,Ireland,S,Ireland,0,"Linux, Java, R, SQL, Mathematics",Master,1,Healthcare,9.3,Cognitive Computing
AI Specialist,152077,GBP,114058,SE,FT,United Kingdom,L,Canada,50,"Kubernetes, Git, Statistics",PhD,6,Automotive,9.6,Cognitive Computing
Data Scientist,152349,JPY,16758390,EX,FT,Japan,S,Japan,50,"MLOps, Scala, Java",Associate,10,Healthcare,5.5,Quantum Computing Inc
Deep Learning Engineer,155935,USD,155935,EX,FL,Israel,S,Ghana,50,"Python, Hadoop, Git",Associate,17,Retail,8.8,Predictive Systems
Deep Learning Engineer,299354,CHF,269419,EX,FL,Switzerland,S,Switzerland,100,"MLOps, Scala, Docker",Bachelor,14,Retail,6.8,Advanced Robotics
Autonomous Systems Engineer,112130,JPY,12334300,SE,FT,Japan,M,Japan,100,"SQL, Azure, Deep Learning",Associate,5,Energy,9.4,Cognitive Computing
AI Product Manager,299005,GBP,224254,EX,CT,United Kingdom,L,United Kingdom,100,"Tableau, Python, MLOps, Statistics, Computer Vision",Master,16,Transportation,9.5,Cloud AI Solutions
AI Product Manager,57697,JPY,6346670,EN,FL,Japan,M,Japan,100,"Python, TensorFlow, Deep Learning, MLOps",PhD,1,Energy,9.7,DataVision Ltd
Deep Learning Engineer,140199,SGD,182259,EX,FT,Singapore,S,Singapore,0,"Docker, Data Visualization, Python",Associate,18,Manufacturing,6.7,Predictive Systems
Computer Vision Engineer,107028,USD,107028,EX,CT,China,M,Ghana,50,"Git, Linux, Statistics, Mathematics",PhD,11,Education,5.8,Future Systems
Data Analyst,48978,USD,48978,EN,FL,South Korea,M,Switzerland,50,"Computer Vision, Kubernetes, Git",Associate,1,Gaming,7.3,Future Systems
Principal Data Scientist,101366,EUR,86161,MI,FL,France,M,France,100,"Python, Data Visualization, Linux, Azure",Master,3,Manufacturing,6.7,DataVision Ltd
AI Research Scientist,79125,EUR,67256,MI,CT,Netherlands,S,Netherlands,100,"Computer Vision, GCP, NLP, Statistics",PhD,4,Media,7.8,Smart Analytics
Machine Learning Engineer,51110,USD,51110,SE,FL,China,S,China,50,"TensorFlow, Mathematics, Deep Learning, Computer Vision, R",Master,6,Automotive,9.8,Cloud AI Solutions
Data Scientist,96374,EUR,81918,MI,PT,Germany,S,Germany,0,"Deep Learning, SQL, Git, PyTorch",Associate,3,Retail,8.8,TechCorp Inc
Autonomous Systems Engineer,92286,SGD,119972,EN,PT,Singapore,L,Singapore,100,"AWS, Java, Python, Mathematics",PhD,0,Energy,8.3,Advanced Robotics
Data Scientist,102456,USD,102456,SE,FL,Sweden,S,Sweden,100,"PyTorch, Git, R, Azure",PhD,7,Education,6.9,Algorithmic Solutions
ML Ops Engineer,138420,USD,138420,EX,CT,Sweden,M,Sweden,50,"PyTorch, Docker, Data Visualization, GCP, TensorFlow",PhD,17,Transportation,5.3,DataVision Ltd
AI Software Engineer,203654,CAD,254568,EX,PT,Canada,L,Canada,100,"SQL, Kubernetes, Computer Vision, GCP",PhD,12,Retail,8.1,Advanced Robotics
Robotics Engineer,121706,EUR,103450,SE,FT,Austria,L,Austria,50,"Hadoop, Data Visualization, Python, TensorFlow, Mathematics",PhD,8,Real Estate,9.1,Neural Networks Co
AI Software Engineer,112939,SGD,146821,SE,CT,Singapore,S,Netherlands,0,"R, Azure, Computer Vision, Deep Learning",PhD,9,Consulting,10.0,Smart Analytics
AI Software Engineer,223145,EUR,189673,EX,CT,Germany,L,Brazil,50,"Kubernetes, Scala, MLOps, Statistics",Bachelor,19,Energy,7.1,AI Innovations
Data Engineer,198959,AUD,268595,EX,FT,Australia,M,Australia,0,"Spark, Python, Deep Learning, TensorFlow, Mathematics",Master,11,Telecommunications,7.1,Neural Networks Co
Machine Learning Engineer,249841,USD,249841,EX,CT,United States,M,United States,100,"Scala, Linux, Java, Data Visualization",Associate,14,Healthcare,7.0,Machine Intelligence Group
AI Architect,81300,CHF,73170,EN,CT,Switzerland,S,Switzerland,0,"SQL, Python, Scala",Master,0,Energy,9.0,AI Innovations
Machine Learning Engineer,89201,USD,89201,EX,CT,China,L,Colombia,0,"Kubernetes, Mathematics, Data Visualization, SQL",Master,16,Gaming,5.7,TechCorp Inc
Robotics Engineer,123827,CHF,111444,MI,CT,Switzerland,M,Switzerland,0,"Mathematics, GCP, AWS, SQL, NLP",Master,4,Telecommunications,8.3,Quantum Computing Inc
AI Product Manager,321014,USD,321014,EX,FL,Denmark,M,Denmark,100,"Hadoop, Scala, MLOps",Master,16,Finance,5.3,Neural Networks Co
ML Ops Engineer,195690,USD,195690,EX,PT,Ireland,L,Ireland,100,"Azure, Kubernetes, PyTorch",Associate,11,Education,6.2,Neural Networks Co
AI Software Engineer,88109,SGD,114542,MI,FL,Singapore,M,South Korea,100,"SQL, Hadoop, Tableau, Spark",Bachelor,2,Government,9.9,AI Innovations
Deep Learning Engineer,93310,EUR,79314,SE,PT,Germany,S,Germany,0,"TensorFlow, Statistics, Mathematics",Associate,8,Retail,5.5,Smart Analytics
Deep Learning Engineer,180162,EUR,153138,EX,FL,Netherlands,S,Netherlands,100,"PyTorch, Java, Spark, NLP",Associate,12,Technology,9.7,Autonomous Tech
Deep Learning Engineer,324764,CHF,292288,EX,PT,Switzerland,M,Switzerland,0,"TensorFlow, Kubernetes, Docker, Tableau, Scala",Associate,14,Manufacturing,8.2,Quantum Computing Inc
AI Consultant,57105,SGD,74237,EN,FT,Singapore,M,India,0,"Scala, Data Visualization, Python, GCP",Associate,1,Telecommunications,6.9,DataVision Ltd
Research Scientist,131121,USD,131121,EX,PT,Finland,M,South Africa,100,"Data Visualization, R, Kubernetes",Bachelor,11,Education,7.3,Digital Transformation LLC
NLP Engineer,87993,USD,87993,SE,FL,Israel,S,Netherlands,50,"MLOps, Deep Learning, Azure, Kubernetes",Associate,6,Real Estate,9.4,Cognitive Computing
Data Analyst,77654,EUR,66006,EN,CT,Austria,L,Austria,50,"PyTorch, Hadoop, Tableau, Docker",Associate,1,Retail,7.7,Neural Networks Co
Machine Learning Engineer,47769,AUD,64488,EN,PT,Australia,S,Australia,50,"Java, Python, Data Visualization, Docker",Master,1,Transportation,5.2,Neural Networks Co
NLP Engineer,112750,GBP,84563,SE,PT,United Kingdom,S,United Kingdom,100,"Git, Statistics, Spark",Master,8,Real Estate,5.5,Predictive Systems
AI Architect,63413,USD,63413,EN,PT,Denmark,S,Denmark,0,"Tableau, Hadoop, Statistics, MLOps",Associate,0,Gaming,7.5,DataVision Ltd
Robotics Engineer,96518,EUR,82040,SE,FT,Austria,S,Norway,0,"GCP, Deep Learning, Java, Statistics, Spark",Bachelor,5,Automotive,8.4,TechCorp Inc
AI Research Scientist,136768,USD,136768,MI,PT,Norway,M,Norway,50,"Python, Java, SQL",Bachelor,4,Healthcare,9.5,Smart Analytics
Research Scientist,143660,CAD,179575,SE,FL,Canada,L,Canada,100,"Statistics, Java, Data Visualization, Azure",Master,8,Education,6.7,Algorithmic Solutions
Data Engineer,122612,SGD,159396,SE,FT,Singapore,S,Singapore,50,"GCP, Azure, Tableau, Computer Vision, Scala",Associate,9,Media,5.8,TechCorp Inc
Principal Data Scientist,224629,AUD,303249,EX,FL,Australia,S,Australia,100,"R, SQL, Kubernetes, Statistics, Linux",Master,15,Healthcare,9.6,Cognitive Computing
Computer Vision Engineer,110517,EUR,93939,SE,FT,France,L,France,50,"Python, TensorFlow, Hadoop, R",PhD,7,Manufacturing,8.2,Advanced Robotics
Robotics Engineer,78533,SGD,102093,EN,CT,Singapore,M,Singapore,100,"Deep Learning, Spark, Git",Bachelor,0,Government,5.7,Future Systems
Head of AI,282152,CHF,253937,EX,CT,Switzerland,S,United Kingdom,50,"Spark, Kubernetes, SQL",PhD,15,Energy,7.0,DeepTech Ventures
Data Scientist,240352,CHF,216317,EX,CT,Switzerland,M,Switzerland,50,"TensorFlow, Spark, Computer Vision",PhD,18,Automotive,6.8,Cognitive Computing
Computer Vision Engineer,87353,CHF,78618,EN,FL,Switzerland,M,Switzerland,50,"Java, Git, AWS",Associate,0,Technology,7.5,DataVision Ltd
Research Scientist,201368,EUR,171163,EX,FL,Austria,M,Austria,100,"Git, PyTorch, NLP",Associate,10,Transportation,6.4,Cognitive Computing
AI Consultant,102371,USD,102371,MI,FT,Sweden,M,Sweden,50,"Scala, Java, Linux, AWS",Associate,3,Telecommunications,6.5,Cloud AI Solutions
Machine Learning Engineer,160729,USD,160729,MI,FT,Denmark,L,Denmark,50,"Python, TensorFlow, Kubernetes, Mathematics, MLOps",PhD,3,Government,7.8,Cognitive Computing
Data Analyst,127341,USD,127341,SE,CT,Ireland,L,Finland,0,"Python, Linux, TensorFlow, Java",Associate,8,Manufacturing,6.4,Cognitive Computing
AI Product Manager,132125,EUR,112306,SE,FT,Netherlands,L,Netherlands,50,"Deep Learning, Computer Vision, Tableau",Associate,6,Manufacturing,7.0,Advanced Robotics
Data Scientist,106892,CAD,133615,MI,PT,Canada,L,Canada,100,"MLOps, Python, Computer Vision, AWS",PhD,2,Gaming,5.5,Digital Transformation LLC
Machine Learning Researcher,101740,EUR,86479,MI,CT,Germany,L,Germany,100,"Scala, Python, Tableau",Master,3,Finance,8.8,DeepTech Ventures
Machine Learning Researcher,48965,USD,48965,MI,PT,China,M,China,0,"Python, TensorFlow, Spark, GCP",Bachelor,2,Automotive,5.9,Future Systems
Autonomous Systems Engineer,53173,USD,53173,EN,FL,Sweden,S,Sweden,50,"TensorFlow, Kubernetes, Python, Data Visualization, GCP",Master,0,Telecommunications,8.3,Machine Intelligence Group
Computer Vision Engineer,201645,EUR,171398,EX,PT,Netherlands,S,Netherlands,100,"Scala, Kubernetes, Data Visualization",Associate,17,Real Estate,9.2,DataVision Ltd
Robotics Engineer,47718,USD,47718,MI,FT,China,L,China,100,"R, Kubernetes, AWS, SQL, TensorFlow",Master,3,Retail,6.2,Neural Networks Co
AI Architect,358613,USD,358613,EX,FL,Norway,L,Norway,0,"AWS, Java, Statistics",PhD,16,Telecommunications,9.6,Autonomous Tech
AI Product Manager,96280,USD,96280,EN,FL,United States,L,United States,50,"Spark, MLOps, SQL, PyTorch, Computer Vision",Bachelor,0,Technology,6.2,Digital Transformation LLC
ML Ops Engineer,87032,USD,87032,SE,PT,South Korea,S,Netherlands,50,"PyTorch, Linux, Deep Learning",Master,7,Manufacturing,5.5,Algorithmic Solutions
AI Architect,112059,JPY,12326490,SE,FT,Japan,S,Japan,50,"Docker, Python, Kubernetes, GCP, TensorFlow",Bachelor,9,Education,7.3,Machine Intelligence Group
AI Specialist,115102,EUR,97837,SE,FT,Austria,L,Austria,100,"Python, Linux, Kubernetes, Hadoop",PhD,7,Automotive,9.2,DeepTech Ventures
AI Specialist,271779,USD,271779,EX,CT,Ireland,L,Ireland,50,"Computer Vision, Azure, Data Visualization, NLP",Master,11,Automotive,9.0,Cloud AI Solutions
AI Research Scientist,66364,CAD,82955,MI,PT,Canada,S,Colombia,50,"Python, SQL, NLP",Bachelor,3,Gaming,6.6,AI Innovations
Deep Learning Engineer,131466,USD,131466,MI,PT,Norway,L,Norway,50,"R, AWS, Hadoop, NLP, Spark",PhD,2,Automotive,7.9,TechCorp Inc
Head of AI,42235,USD,42235,EN,FT,South Korea,S,Ghana,100,"Python, Data Visualization, Kubernetes",PhD,1,Government,6.4,DeepTech Ventures
Deep Learning Engineer,55844,EUR,47467,EN,FL,Netherlands,M,Estonia,50,"Java, NLP, Python, Deep Learning, Computer Vision",PhD,1,Transportation,7.9,Quantum Computing Inc
Machine Learning Researcher,75499,USD,75499,EN,FT,Sweden,L,Sweden,0,"GCP, Linux, Deep Learning, Java, Kubernetes",PhD,1,Education,9.6,Future Systems
AI Architect,84962,SGD,110451,EN,CT,Singapore,L,Israel,50,"GCP, Data Visualization, Azure",Associate,1,Finance,6.2,TechCorp Inc
Data Analyst,144336,CHF,129902,MI,CT,Switzerland,M,Switzerland,0,"Data Visualization, Java, Mathematics, AWS",Bachelor,3,Gaming,7.8,Machine Intelligence Group
AI Consultant,52300,USD,52300,SE,PT,China,S,China,100,"Docker, TensorFlow, GCP",Bachelor,8,Consulting,9.1,DataVision Ltd
Data Engineer,157426,EUR,133812,EX,PT,Austria,S,Turkey,100,"Scala, Tableau, Java",PhD,13,Manufacturing,6.2,Cloud AI Solutions
Deep Learning Engineer,174692,USD,174692,EX,CT,South Korea,M,Portugal,100,"Linux, Python, TensorFlow",PhD,12,Automotive,7.9,Autonomous Tech
NLP Engineer,142293,USD,142293,MI,PT,Norway,L,Sweden,50,"Git, Java, Deep Learning, Linux, Mathematics",Master,2,Energy,7.1,Quantum Computing Inc
AI Architect,109818,USD,109818,SE,FL,South Korea,S,South Korea,0,"GCP, Git, Statistics",PhD,9,Consulting,5.0,Advanced Robotics
AI Research Scientist,69642,USD,69642,EN,FT,Norway,M,Norway,0,"Java, SQL, Scala, PyTorch, NLP",Master,0,Automotive,7.9,AI Innovations
Principal Data Scientist,70652,EUR,60054,MI,FL,Netherlands,S,Netherlands,50,"Computer Vision, Scala, Mathematics",Master,2,Media,9.1,Advanced Robotics
Data Analyst,242235,GBP,181676,EX,FL,United Kingdom,L,United Kingdom,100,"R, PyTorch, Docker",Master,12,Education,6.0,Machine Intelligence Group
AI Architect,211982,SGD,275577,EX,FT,Singapore,S,Singapore,50,"Hadoop, AWS, Docker",PhD,19,Manufacturing,6.8,Machine Intelligence Group
Principal Data Scientist,88077,EUR,74865,EN,FL,Germany,L,Germany,100,"Python, GCP, TensorFlow, Mathematics, PyTorch",Bachelor,1,Transportation,8.2,Machine Intelligence Group
Robotics Engineer,107261,EUR,91172,MI,CT,Germany,L,Germany,50,"Hadoop, Tableau, Java, Git",Associate,3,Manufacturing,9.7,AI Innovations
